i,Process10,Process20,Process30
73418,1354,2673,4066
73419,1354,2673,4066
73420,1354,2673,4066
73421,1354,2673,4066
73422,1354,2673,4066
73423,1354,2673,4066
73424,1354,2673,4066
73425,1354,2673,4066
73426,1354,2673,4066
73427,1354,2673,4066
73428,1354,2673,4066
73429,1354,2673,4066
73430,1355,2673,4066
73431,1355,2673,4066
73432,1355,2673,4066
73433,1355,2673,4066
73434,1355,2673,4066
73435,1356,2673,4066
73436,1356,2673,4066
73437,1356,2673,4066
73438,1356,2673,4066
73439,1356,2673,4066
73440,1357,2674,4066
73441,1357,2674,4066
73442,1357,2674,4066
73443,1357,2674,4066
73444,1357,2674,4066
73445,1358,2675,4066
73446,1358,2675,4066
73447,1358,2675,4066
73448,1358,2675,4066
73449,1358,2675,4066
73450,1358,2675,4066
73451,1358,2675,4066
73452,1358,2675,4066
73453,1358,2675,4066
73454,1358,2675,4066
73455,1358,2675,4067
73456,1358,2675,4067
73457,1358,2675,4067
73458,1358,2675,4067
73459,1358,2675,4067
73460,1358,2675,4067
73461,1358,2675,4067
73462,1358,2675,4067
73463,1358,2675,4067
73464,1358,2675,4067
73465,1358,2675,4067
73466,1358,2675,4067
73467,1358,2675,4067
73468,1358,2675,4067
73469,1358,2675,4067
73470,1358,2675,4067
73471,1358,2675,4067
73472,1358,2675,4067
73473,1358,2675,4067
73474,1358,2675,4067
73475,1358,2675,4067
73476,1358,2675,4067
73477,1358,2675,4067
73478,1358,2675,4067
73479,1358,2676,4067
73480,1358,2676,4067
73481,1358,2676,4067
73482,1358,2676,4067
73483,1358,2676,4067
73484,1358,2676,4067
73485,1358,2676,4067
73486,1358,2676,4067
73487,1358,2676,4067
73488,1358,2676,4067
73489,1358,2676,4067
73490,1358,2676,4067
73491,1358,2676,4067
73492,1358,2676,4067
73493,1358,2676,4067
73494,1358,2676,4067
73495,1358,2676,4067
73496,1358,2676,4067
73497,1358,2676,4067
73498,1358,2676,4067
73499,1358,2676,4067
73500,1358,2676,4067
73501,1358,2676,4067
73502,1358,2676,4067
73503,1358,2676,4067
73504,1358,2676,4067
73505,1358,2676,4067
73506,1358,2676,4067
73507,1358,2676,4067
73508,1358,2676,4067
73509,1358,2676,4067
73510,1358,2676,4067
73511,1358,2676,4067
73512,1358,2676,4067
73513,1358,2676,4067
73514,1358,2676,4067
73515,1358,2676,4067
73516,1358,2676,4067
73517,1358,2676,4067
73518,1358,2676,4067
73519,1359,2676,4067
73520,1359,2676,4067
73521,1359,2676,4067
73522,1359,2676,4067
73523,1359,2676,4067
73524,1360,2676,4067
73525,1360,2676,4067
73526,1360,2676,4067
73527,1360,2676,4067
73528,1360,2676,4067
73529,1360,2676,4067
73530,1360,2676,4067
73531,1360,2676,4067
73532,1360,2676,4067
73533,1360,2676,4067
73534,1360,2676,4067
73535,1360,2676,4067
73536,1360,2676,4067
73537,1360,2676,4067
73538,1360,2676,4067
73539,1360,2676,4067
73540,1360,2676,4067
73541,1360,2676,4067
73542,1360,2676,4067
73543,1360,2676,4067
73544,1360,2677,4067
73545,1360,2677,4067
73546,1360,2677,4067
73547,1360,2677,4067
73548,1360,2677,4067
73549,1360,2678,4068
73550,1360,2678,4068
73551,1360,2678,4068
73552,1360,2678,4068
73553,1360,2678,4068
73554,1360,2678,4068
73555,1360,2678,4068
73556,1360,2678,4068
73557,1360,2678,4068
73558,1360,2678,4068
73559,1360,2678,4068
73560,1360,2678,4068
73561,1360,2678,4068
73562,1360,2678,4068
73563,1360,2678,4068
73564,1360,2678,4068
73565,1360,2678,4068
73566,1360,2678,4068
73567,1360,2678,4068
73568,1360,2678,4068
73569,1360,2678,4068
73570,1360,2679,4068
73571,1360,2679,4068
73572,1360,2679,4068
73573,1360,2679,4068
73574,1360,2679,4068
73575,1360,2679,4069
73576,1360,2679,4069
73577,1360,2679,4069
73578,1360,2679,4069
73579,1360,2679,4069
73580,1360,2679,4069
73581,1360,2679,4069
73582,1360,2679,4069
73583,1360,2679,4069
73584,1360,2679,4069
73585,1360,2679,4069
73586,1360,2679,4069
73587,1360,2679,4069
73588,1360,2679,4069
73589,1360,2679,4069
73590,1360,2679,4069
73591,1360,2680,4070
73592,1360,2680,4070
73593,1360,2680,4070
73594,1360,2680,4070
73595,1360,2680,4070
73596,1360,2681,4070
73597,1360,2681,4070
73598,1360,2681,4070
73599,1360,2681,4070
73600,1360,2681,4070
73601,1361,2681,4071
73602,1361,2681,4071
73603,1361,2681,4071
73604,1361,2681,4071
73605,1361,2681,4071
73606,1361,2681,4072
73607,1361,2681,4072
73608,1361,2681,4072
73609,1361,2681,4072
73610,1361,2681,4072
73611,1361,2681,4072
73612,1361,2681,4072
73613,1361,2681,4072
73614,1361,2681,4072
73615,1361,2681,4072
73616,1361,2681,4072
73617,1361,2681,4072
73618,1361,2681,4072
73619,1361,2681,4072
73620,1361,2681,4072
73621,1361,2681,4072
73622,1361,2681,4072
73623,1361,2681,4072
73624,1361,2681,4072
73625,1361,2681,4072
73626,1361,2681,4072
73627,1361,2682,4073
73628,1361,2682,4073
73629,1361,2682,4073
73630,1361,2682,4073
73631,1361,2682,4073
73632,1361,2682,4073
73633,1361,2682,4074
73634,1361,2682,4074
73635,1361,2682,4074
73636,1361,2682,4074
73637,1361,2682,4074
73638,1361,2682,4074
73639,1361,2682,4074
73640,1361,2682,4074
73641,1361,2682,4074
73642,1361,2682,4074
73643,1361,2682,4074
73644,1361,2682,4076
73645,1361,2682,4076
73646,1361,2682,4076
73647,1361,2682,4076
73648,1361,2682,4076
73649,1361,2682,4077
73650,1361,2682,4077
73651,1361,2682,4077
73652,1361,2682,4077
73653,1361,2682,4077
73654,1361,2682,4078
73655,1361,2682,4078
73656,1361,2682,4078
73657,1361,2682,4078
73658,1361,2682,4078
73659,1361,2682,4078
73660,1361,2682,4078
73661,1361,2682,4078
73662,1361,2682,4078
73663,1361,2682,4078
73664,1361,2682,4078
73665,1361,2683,4078
73666,1361,2683,4078
73667,1361,2683,4078
73668,1361,2683,4078
73669,1361,2683,4078
73670,1361,2683,4078
73671,1361,2683,4078
73672,1361,2683,4078
73673,1361,2683,4078
73674,1361,2683,4078
73675,1361,2683,4078
73676,1361,2684,4078
73677,1361,2684,4078
73678,1361,2684,4078
73679,1361,2684,4078
73680,1361,2684,4078
73681,1361,2685,4080
73682,1361,2685,4080
73683,1361,2685,4080
73684,1361,2685,4080
73685,1361,2685,4080
73686,1361,2686,4080
73687,1361,2686,4080
73688,1361,2686,4080
73689,1361,2686,4080
73690,1361,2686,4080
73691,1361,2686,4080
73692,1361,2686,4080
73693,1361,2686,4080
73694,1361,2686,4080
73695,1361,2686,4080
73696,1361,2686,4080
73697,1361,2686,4080
73698,1361,2686,4080
73699,1361,2686,4080
73700,1361,2686,4080
73701,1361,2686,4080
73702,1361,2686,4080
73703,1361,2686,4080
73704,1361,2686,4080
73705,1361,2686,4080
73706,1361,2686,4080
73707,1361,2686,4080
73708,1361,2686,4080
73709,1361,2686,4080
73710,1361,2686,4080
73711,1361,2686,4080
73712,1361,2686,4080
73713,1361,2686,4080
73714,1361,2686,4080
73715,1361,2686,4080
73716,1361,2686,4080
73717,1361,2686,4080
73718,1361,2686,4080
73719,1361,2686,4080
73720,1361,2686,4080
73721,1361,2686,4080
73722,1361,2686,4080
73723,1361,2686,4080
73724,1361,2686,4080
73725,1361,2686,4080
73726,1361,2686,4080
73727,1361,2686,4080
73728,1361,2686,4080
73729,1361,2686,4080
73730,1361,2686,4080
73731,1361,2686,4080
73732,1361,2686,4080
73733,1361,2686,4080
73734,1361,2686,4080
73735,1361,2686,4080
73736,1361,2686,4080
73737,1361,2686,4080
73738,1361,2686,4080
73739,1361,2686,4080
73740,1361,2686,4080
73741,1361,2686,4080
73742,1361,2686,4080
73743,1361,2686,4080
73744,1361,2686,4080
73745,1361,2686,4080
73746,1361,2686,4080
73747,1361,2686,4080
73748,1361,2686,4080
73749,1361,2686,4080
73750,1361,2686,4080
73751,1361,2686,4080
73752,1361,2686,4080
73753,1361,2686,4080
73754,1361,2686,4080
73755,1361,2686,4080
73756,1361,2686,4080
73757,1361,2686,4080
73758,1361,2686,4080
73759,1361,2686,4080
73760,1361,2686,4080
73761,1361,2686,4080
73762,1361,2686,4080
73763,1361,2686,4080
73764,1361,2686,4080
73765,1361,2686,4080
73766,1361,2686,4080
73767,1361,2688,4080
73768,1361,2688,4080
73769,1361,2688,4080
73770,1361,2688,4080
73771,1361,2688,4080
73772,1361,2688,4080
73773,1361,2688,4081
73774,1361,2688,4081
73775,1361,2688,4081
73776,1361,2688,4081
73777,1361,2688,4081
73778,1361,2688,4081
73779,1361,2688,4081
73780,1361,2688,4081
73781,1361,2688,4081
73782,1361,2688,4081
73783,1361,2688,4081
73784,1361,2690,4081
73785,1361,2690,4081
73786,1361,2690,4081
73787,1361,2690,4081
73788,1361,2690,4081
73789,1361,2691,4081
73790,1361,2691,4081
73791,1361,2691,4081
73792,1361,2691,4081
73793,1361,2691,4081
73794,1361,2691,4081
73795,1361,2691,4081
73796,1361,2691,4081
73797,1361,2691,4081
73798,1361,2691,4081
73799,1361,2691,4081
73800,1361,2692,4082
73801,1361,2692,4082
73802,1361,2692,4082
73803,1361,2692,4082
73804,1361,2692,4082
73805,1361,2692,4082
73806,1361,2692,4082
73807,1361,2692,4082
73808,1361,2692,4082
73809,1361,2692,4082
73810,1361,2692,4082
73811,1361,2692,4082
73812,1361,2692,4082
73813,1361,2692,4082
73814,1361,2692,4082
73815,1361,2692,4082
73816,1361,2693,4083
73817,1361,2693,4083
73818,1361,2693,4083
73819,1361,2693,4083
73820,1361,2693,4083
73821,1361,2693,4083
73822,1361,2693,4084
73823,1361,2693,4084
73824,1361,2693,4084
73825,1361,2693,4084
73826,1361,2693,4084
73827,1361,2693,4084
73828,1361,2693,4084
73829,1361,2693,4084
73830,1361,2693,4084
73831,1361,2693,4084
73832,1361,2693,4084
73833,1361,2693,4085
73834,1361,2693,4085
73835,1361,2693,4085
73836,1361,2693,4085
73837,1361,2693,4085
73838,1361,2693,4085
73839,1361,2693,4085
73840,1361,2693,4085
73841,1361,2693,4085
73842,1361,2693,4085
73843,1361,2694,4086
73844,1361,2694,4086
73845,1361,2694,4086
73846,1361,2694,4086
73847,1361,2694,4086
73848,1361,2694,4086
73849,1361,2694,4086
73850,1361,2694,4086
73851,1361,2694,4086
73852,1361,2694,4086
73853,1361,2694,4086
73854,1361,2694,4086
73855,1361,2694,4086
73856,1361,2694,4086
73857,1361,2694,4086
73858,1361,2694,4086
73859,1361,2694,4090
73860,1361,2694,4090
73861,1361,2694,4090
73862,1361,2694,4090
73863,1361,2694,4090
73864,1361,2694,4090
73865,1361,2694,4091
73866,1361,2694,4091
73867,1361,2694,4091
73868,1361,2694,4091
73869,1361,2694,4091
73870,1361,2694,4091
73871,1361,2694,4091
73872,1361,2694,4091
73873,1361,2694,4091
73874,1361,2694,4091
73875,1361,2694,4091
73876,1361,2694,4091
73877,1361,2694,4091
73878,1361,2694,4091
73879,1361,2694,4091
73880,1361,2694,4091
73881,1362,2694,4091
73882,1362,2694,4091
73883,1362,2694,4091
73884,1362,2694,4091
73885,1362,2694,4091
73886,1362,2694,4091
73887,1362,2694,4091
73888,1362,2694,4091
73889,1362,2694,4091
73890,1362,2694,4091
73891,1362,2694,4091
73892,1362,2694,4092
73893,1362,2694,4092
73894,1362,2694,4092
73895,1362,2694,4092
73896,1362,2694,4092
73897,1362,2694,4092
73898,1363,2695,4092
73899,1363,2695,4092
73900,1363,2695,4092
73901,1363,2695,4092
73902,1363,2695,4092
73903,1363,2695,4092
73904,1363,2695,4092
73905,1363,2695,4092
73906,1363,2695,4092
73907,1363,2695,4092
73908,1363,2695,4092
73909,1363,2695,4092
73910,1363,2695,4092
73911,1363,2695,4092
73912,1363,2695,4092
73913,1363,2695,4092
73914,1363,2695,4093
73915,1363,2695,4093
73916,1363,2695,4093
73917,1363,2695,4093
73918,1363,2695,4093
73919,1363,2695,4093
73920,1363,2695,4093
73921,1363,2695,4093
73922,1363,2695,4093
73923,1363,2695,4093
73924,1363,2695,4093
73925,1363,2695,4093
73926,1363,2695,4093
73927,1363,2695,4093
73928,1363,2695,4093
73929,1363,2695,4093
73930,1363,2695,4093
73931,1364,2697,4094
73932,1364,2697,4094
73933,1364,2697,4094
73934,1364,2697,4094
73935,1364,2697,4094
73936,1364,2697,4094
73937,1364,2697,4094
73938,1364,2697,4094
73939,1364,2697,4094
73940,1364,2697,4094
73941,1364,2697,4095
73942,1364,2697,4095
73943,1364,2697,4095
73944,1364,2697,4095
73945,1364,2697,4095
73946,1364,2698,4096
73947,1364,2698,4096
73948,1364,2698,4096
73949,1364,2698,4096
73950,1364,2698,4096
73951,1364,2698,4096
73952,1365,2698,4096
73953,1365,2698,4096
73954,1365,2698,4096
73955,1365,2698,4096
73956,1365,2698,4096
73957,1365,2699,4096
73958,1365,2699,4096
73959,1365,2699,4096
73960,1365,2699,4096
73961,1365,2699,4096
73962,1365,2699,4096
73963,1365,2699,4096
73964,1365,2699,4096
73965,1365,2699,4096
73966,1365,2699,4096
73967,1365,2699,4098
73968,1365,2699,4098
73969,1365,2699,4098
73970,1365,2699,4098
73971,1365,2699,4098
73972,1365,2699,4098
73973,1365,2699,4098
73974,1365,2699,4098
73975,1365,2699,4098
73976,1365,2699,4098
73977,1365,2699,4098
73978,1365,2699,4098
73979,1365,2699,4098
73980,1365,2699,4098
73981,1365,2699,4098
73982,1365,2699,4098
73983,1365,2699,4098
73984,1365,2699,4098
73985,1365,2699,4098
73986,1365,2699,4098
73987,1365,2699,4098
73988,1365,2699,4098
73989,1365,2699,4098
73990,1365,2699,4098
73991,1365,2699,4098
73992,1365,2699,4098
73993,1365,2699,4098
73994,1365,2699,4098
73995,1365,2699,4098
73996,1365,2699,4098
73997,1365,2699,4098
73998,1365,2699,4098
73999,1365,2699,4098
74000,1365,2700,4098
74001,1365,2700,4098
74002,1365,2700,4098
74003,1365,2700,4098
74004,1365,2700,4098
74005,1365,2700,4099
74006,1365,2700,4099
74007,1365,2700,4099
74008,1365,2700,4099
74009,1365,2700,4099
74010,1365,2700,4099
74011,1365,2700,4099
74012,1365,2700,4099
74013,1365,2700,4099
74014,1365,2700,4099
74015,1365,2700,4099
74016,1365,2700,4101
74017,1365,2700,4101
74018,1365,2700,4101
74019,1365,2700,4101
74020,1365,2700,4101
74021,1365,2700,4101
74022,1365,2700,4102
74023,1365,2700,4102
74024,1365,2700,4102
74025,1365,2700,4102
74026,1365,2700,4102
74027,1365,2700,4102
74028,1365,2700,4102
74029,1365,2700,4102
74030,1365,2700,4102
74031,1365,2700,4102
74032,1365,2701,4102
74033,1365,2701,4102
74034,1365,2701,4102
74035,1365,2701,4102
74036,1365,2701,4102
74037,1365,2701,4102
74038,1365,2701,4102
74039,1365,2701,4102
74040,1365,2701,4102
74041,1365,2701,4102
74042,1365,2701,4102
74043,1365,2701,4102
74044,1365,2701,4102
74045,1365,2701,4102
74046,1365,2701,4102
74047,1365,2701,4102
74048,1365,2701,4102
74049,1365,2701,4102
74050,1365,2701,4102
74051,1365,2701,4102
74052,1365,2701,4102
74053,1365,2701,4102
74054,1365,2701,4102
74055,1365,2701,4102
74056,1365,2701,4102
74057,1365,2701,4102
74058,1365,2701,4102
74059,1365,2701,4103
74060,1365,2701,4103
74061,1365,2701,4103
74062,1365,2701,4103
74063,1365,2701,4103
74064,1365,2701,4103
74065,1365,2701,4103
74066,1365,2701,4103
74067,1365,2701,4103
74068,1365,2701,4103
74069,1365,2701,4103
74070,1365,2701,4103
74071,1365,2701,4103
74072,1365,2701,4103
74073,1365,2701,4103
74074,1365,2701,4103
74075,1365,2701,4103
74076,1365,2701,4103
74077,1365,2701,4103
74078,1365,2701,4103
74079,1365,2701,4103
74080,1365,2701,4103
74081,1365,2701,4103
74082,1365,2701,4103
74083,1365,2701,4103
74084,1365,2701,4103
74085,1365,2701,4103
74086,1365,2702,4103
74087,1365,2702,4103
74088,1365,2702,4103
74089,1365,2702,4103
74090,1365,2702,4103
74091,1365,2702,4103
74092,1365,2703,4104
74093,1365,2703,4104
74094,1365,2703,4104
74095,1365,2703,4104
74096,1365,2703,4104
74097,1365,2703,4104
74098,1365,2703,4104
74099,1365,2703,4104
74100,1365,2703,4104
74101,1365,2703,4104
74102,1365,2703,4104
74103,1365,2703,4104
74104,1365,2703,4104
74105,1365,2703,4104
74106,1365,2703,4104
74107,1365,2703,4104
74108,1365,2703,4104
74109,1365,2703,4104
74110,1365,2703,4104
74111,1365,2703,4104
74112,1365,2703,4104
74113,1365,2703,4104
74114,1365,2703,4104
74115,1365,2703,4104
74116,1365,2703,4104
74117,1365,2703,4104
74118,1365,2703,4104
74119,1365,2703,4104
74120,1365,2703,4104
74121,1365,2703,4104
74122,1365,2703,4104
74123,1365,2703,4104
74124,1365,2703,4106
74125,1365,2703,4106
74126,1365,2703,4106
74127,1365,2703,4106
74128,1365,2703,4106
74129,1365,2703,4106
74130,1365,2703,4107
74131,1365,2703,4107
74132,1365,2703,4107
74133,1365,2703,4107
74134,1365,2703,4107
74135,1365,2703,4108
74136,1365,2703,4108
74137,1365,2703,4108
74138,1365,2703,4108
74139,1365,2703,4108
74140,1365,2703,4108
74141,1365,2703,4108
74142,1365,2703,4108
74143,1365,2703,4108
74144,1365,2703,4108
74145,1365,2703,4108
74146,1365,2703,4108
74147,1365,2703,4108
74148,1365,2703,4108
74149,1365,2703,4108
74150,1365,2703,4108
74151,1365,2703,4109
74152,1365,2703,4109
74153,1365,2703,4109
74154,1365,2703,4109
74155,1365,2703,4109
74156,1365,2703,4109
74157,1365,2705,4109
74158,1365,2705,4109
74159,1365,2705,4109
74160,1365,2705,4109
74161,1365,2705,4109
74162,1365,2705,4109
74163,1365,2705,4109
74164,1365,2705,4109
74165,1365,2705,4109
74166,1365,2705,4109
74167,1365,2705,4109
74168,1365,2705,4109
74169,1365,2705,4109
74170,1365,2705,4109
74171,1365,2705,4109
74172,1365,2705,4109
74173,1365,2705,4109
74174,1365,2705,4109
74175,1365,2705,4109
74176,1365,2705,4109
74177,1365,2705,4109
74178,1365,2705,4109
74179,1365,2705,4109
74180,1365,2705,4109
74181,1365,2705,4109
74182,1365,2705,4109
74183,1365,2705,4109
74184,1365,2705,4110
74185,1365,2705,4110
74186,1365,2705,4110
74187,1365,2705,4110
74188,1365,2705,4110
74189,1365,2705,4110
74190,1365,2705,4110
74191,1365,2705,4110
74192,1365,2705,4110
74193,1365,2705,4110
74194,1365,2705,4110
74195,1365,2705,4110
74196,1365,2705,4110
74197,1365,2705,4110
74198,1365,2705,4110
74199,1365,2705,4110
74200,1365,2705,4110
74201,1365,2705,4110
74202,1365,2705,4110
74203,1365,2705,4110
74204,1365,2705,4110
74205,1365,2705,4110
74206,1365,2705,4110
74207,1365,2705,4110
74208,1365,2705,4110
74209,1365,2705,4110
74210,1365,2705,4110
74211,1365,2706,4113
74212,1365,2706,4113
74213,1365,2706,4113
74214,1365,2706,4113
74215,1365,2706,4113
74216,1365,2706,4113
74217,1365,2706,4113
74218,1365,2706,4113
74219,1365,2706,4113
74220,1365,2706,4113
74221,1365,2706,4115
74222,1365,2706,4115
74223,1365,2706,4115
74224,1365,2706,4115
74225,1365,2706,4115
74226,1365,2706,4115
74227,1365,2707,4115
74228,1365,2707,4115
74229,1365,2707,4115
74230,1365,2707,4115
74231,1365,2707,4115
74232,1366,2707,4117
74233,1366,2707,4117
74234,1366,2707,4117
74235,1366,2707,4117
74236,1366,2707,4117
74237,1366,2707,4117
74238,1366,2708,4117
74239,1366,2708,4117
74240,1366,2708,4117
74241,1366,2708,4117
74242,1366,2708,4117
74243,1366,2708,4117
74244,1366,2708,4117
74245,1366,2708,4117
74246,1366,2708,4117
74247,1366,2708,4117
74248,1366,2708,4117
74249,1366,2708,4117
74250,1366,2708,4117
74251,1366,2708,4117
74252,1366,2708,4117
74253,1366,2708,4117
74254,1366,2708,4117
74255,1366,2708,4117
74256,1366,2708,4117
74257,1366,2708,4117
74258,1366,2708,4117
74259,1366,2709,4117
74260,1366,2709,4117
74261,1366,2709,4117
74262,1366,2709,4117
74263,1366,2709,4117
74264,1366,2709,4117
74265,1366,2709,4117
74266,1366,2709,4117
74267,1366,2709,4117
74268,1366,2709,4117
74269,1366,2709,4117
74270,1366,2709,4120
74271,1366,2709,4120
74272,1366,2709,4120
74273,1366,2709,4120
74274,1366,2709,4120
74275,1366,2709,4120
74276,1366,2709,4120
74277,1366,2709,4120
74278,1366,2709,4120
74279,1366,2709,4120
74280,1366,2709,4120
74281,1366,2709,4120
74282,1366,2709,4120
74283,1366,2709,4120
74284,1366,2709,4120
74285,1366,2709,4120
74286,1366,2709,4120
74287,1366,2709,4120
74288,1366,2709,4120
74289,1366,2709,4120
74290,1366,2709,4120
74291,1366,2709,4120
74292,1366,2709,4120
74293,1366,2709,4120
74294,1366,2709,4120
74295,1366,2709,4120
74296,1366,2709,4120
74297,1366,2710,4121
74298,1366,2710,4121
74299,1366,2710,4121
74300,1366,2710,4121
74301,1366,2710,4121
74302,1366,2710,4121
74303,1366,2710,4122
74304,1366,2710,4122
74305,1366,2710,4122
74306,1366,2710,4122
74307,1366,2710,4122
74308,1366,2710,4122
74309,1366,2710,4122
74310,1366,2710,4122
74311,1366,2710,4122
74312,1366,2710,4122
74313,1366,2710,4122
74314,1366,2710,4122
74315,1366,2710,4122
74316,1366,2710,4122
74317,1366,2710,4122
74318,1366,2710,4122
74319,1366,2710,4122
74320,1366,2710,4122
74321,1366,2710,4122
74322,1366,2710,4122
74323,1366,2710,4122
74324,1366,2710,4122
74325,1366,2710,4122
74326,1366,2710,4122
74327,1366,2710,4122
74328,1366,2710,4122
74329,1366,2710,4122
74330,1366,2710,4122
74331,1366,2710,4123
74332,1366,2710,4123
74333,1366,2710,4123
74334,1366,2710,4123
74335,1366,2710,4123
74336,1366,2710,4123
74337,1366,2710,4123
74338,1366,2710,4123
74339,1366,2710,4123
74340,1366,2710,4123
74341,1366,2710,4123
74342,1366,2710,4125
74343,1366,2710,4125
74344,1366,2710,4125
74345,1366,2710,4125
74346,1366,2710,4125
74347,1366,2710,4125
74348,1366,2710,4125
74349,1366,2710,4125
74350,1366,2710,4125
74351,1366,2710,4125
74352,1366,2710,4125
74353,1366,2710,4125
74354,1366,2710,4125
74355,1366,2710,4125
74356,1366,2710,4125
74357,1366,2710,4125
74358,1366,2710,4125
74359,1366,2710,4125
74360,1366,2710,4125
74361,1366,2710,4125
74362,1366,2710,4125
74363,1366,2710,4125
74364,1366,2710,4125
74365,1366,2710,4125
74366,1366,2710,4125
74367,1366,2710,4125
74368,1366,2710,4125
74369,1366,2710,4125
74370,1366,2710,4125
74371,1366,2710,4125
74372,1366,2710,4125
74373,1366,2710,4125
74374,1366,2710,4125
74375,1366,2710,4125
74376,1366,2710,4125
74377,1366,2710,4125
74378,1366,2710,4125
74379,1366,2710,4125
74380,1367,2710,4125
74381,1367,2710,4125
74382,1367,2710,4125
74383,1367,2710,4125
74384,1367,2710,4125
74385,1367,2710,4125
74386,1367,2710,4125
74387,1367,2710,4125
74388,1367,2710,4125
74389,1367,2710,4125
74390,1367,2710,4125
74391,1367,2710,4126
74392,1367,2710,4126
74393,1367,2710,4126
74394,1367,2710,4126
74395,1367,2710,4126
74396,1367,2710,4126
74397,1367,2710,4126
74398,1367,2710,4126
74399,1367,2710,4126
74400,1367,2710,4126
74401,1367,2710,4126
74402,1367,2710,4126
74403,1367,2710,4126
74404,1367,2710,4126
74405,1367,2710,4126
74406,1367,2710,4126
74407,1367,2710,4126
74408,1367,2710,4126
74409,1367,2710,4126
74410,1367,2710,4126
74411,1367,2710,4126
74412,1367,2710,4126
74413,1367,2710,4126
74414,1367,2710,4126
74415,1367,2710,4126
74416,1367,2710,4126
74417,1367,2710,4127
74418,1367,2710,4127
74419,1367,2710,4127
74420,1367,2710,4127
74421,1367,2710,4127
74422,1367,2710,4127
74423,1367,2710,4127
74424,1367,2710,4127
74425,1367,2710,4127
74426,1367,2710,4127
74427,1367,2710,4127
74428,1367,2710,4127
74429,1367,2710,4127
74430,1367,2710,4127
74431,1367,2710,4127
74432,1367,2710,4127
74433,1367,2710,4127
74434,1367,2710,4127
74435,1367,2710,4127
74436,1367,2710,4127
74437,1367,2710,4127
74438,1367,2711,4127
74439,1367,2711,4127
74440,1367,2711,4127
74441,1367,2711,4127
74442,1367,2711,4127
74443,1367,2711,4127
74444,1367,2711,4127
74445,1367,2711,4127
74446,1367,2711,4127
74447,1367,2711,4127
74448,1367,2711,4127
74449,1368,2712,4127
74450,1368,2712,4127
74451,1368,2712,4127
74452,1368,2712,4127
74453,1368,2712,4127
74454,1368,2712,4127
74455,1368,2712,4127
74456,1368,2712,4127
74457,1368,2712,4127
74458,1368,2712,4127
74459,1368,2712,4127
74460,1368,2712,4127
74461,1368,2712,4127
74462,1368,2712,4127
74463,1368,2712,4127
74464,1368,2712,4127
74465,1368,2712,4127
74466,1368,2712,4127
74467,1368,2712,4127
74468,1368,2712,4127
74469,1368,2712,4127
74470,1368,2712,4127
74471,1368,2712,4128
74472,1368,2712,4128
74473,1368,2712,4128
74474,1368,2712,4128
74475,1368,2712,4128
74476,1368,2712,4128
74477,1368,2712,4128
74478,1368,2712,4128
74479,1368,2712,4128
74480,1368,2712,4128
74481,1368,2712,4128
74482,1369,2713,4128
74483,1369,2713,4128
74484,1369,2713,4128
74485,1369,2713,4128
74486,1369,2713,4128
74487,1369,2713,4128
74488,1369,2713,4128
74489,1369,2713,4128
74490,1369,2713,4128
74491,1369,2713,4128
74492,1369,2713,4128
74493,1369,2713,4128
74494,1369,2713,4128
74495,1369,2713,4128
74496,1369,2713,4128
74497,1369,2713,4128
74498,1369,2713,4128
74499,1369,2713,4128
74500,1369,2713,4128
74501,1369,2713,4128
74502,1369,2713,4128
74503,1369,2713,4128
74504,1369,2713,4128
74505,1369,2713,4128
74506,1369,2713,4128
74507,1369,2713,4128
74508,1369,2713,4128
74509,1369,2713,4129
74510,1369,2713,4129
74511,1369,2713,4129
74512,1369,2713,4129
74513,1369,2713,4129
74514,1369,2713,4129
74515,1369,2713,4129
74516,1369,2713,4129
74517,1369,2713,4129
74518,1369,2713,4129
74519,1369,2713,4129
74520,1370,2713,4129
74521,1370,2713,4129
74522,1370,2713,4129
74523,1370,2713,4129
74524,1370,2713,4129
74525,1370,2713,4130
74526,1370,2713,4130
74527,1370,2713,4130
74528,1370,2713,4130
74529,1370,2713,4130
74530,1370,2713,4130
74531,1370,2713,4130
74532,1370,2713,4130
74533,1370,2713,4130
74534,1370,2713,4130
74535,1370,2713,4130
74536,1370,2713,4132
74537,1370,2713,4132
74538,1370,2713,4132
74539,1370,2713,4132
74540,1370,2713,4132
74541,1370,2713,4132
74542,1370,2713,4132
74543,1370,2713,4132
74544,1370,2713,4132
74545,1370,2713,4132
74546,1370,2713,4132
74547,1370,2713,4132
74548,1370,2713,4132
74549,1370,2713,4132
74550,1370,2713,4132
74551,1370,2713,4132
74552,1370,2713,4132
74553,1370,2713,4132
74554,1370,2713,4132
74555,1370,2713,4132
74556,1370,2713,4132
74557,1370,2713,4132
74558,1370,2713,4132
74559,1370,2713,4132
74560,1370,2713,4132
74561,1370,2713,4132
74562,1370,2713,4132
74563,1370,2713,4132
74564,1370,2713,4132
74565,1370,2713,4132
74566,1370,2713,4132
74567,1370,2713,4132
74568,1370,2713,4132
74569,1370,2713,4132
74570,1370,2713,4132
74571,1370,2713,4132
74572,1370,2713,4132
74573,1370,2713,4132
74574,1370,2713,4132
74575,1370,2713,4132
74576,1370,2713,4132
74577,1370,2713,4132
74578,1370,2713,4132
74579,1372,2713,4133
74580,1372,2713,4133
74581,1372,2713,4133
74582,1372,2713,4133
